store,app_id,name,developer,rating,ratings_count,installs,price,free,contains_ads,in_app_purchases,iap_range,prices_mentioned,plan_keywords,mentions_subscription,mentions_trial,mentions_lifetime,url
play,com.elias.schlatter.unsmoke,Unsmoke – Quit Smoking Tracker,ESP Applications,,,100+,0.0,True,False,True,"₹130.00 - ₹1,150.00 per item",,pro; subscription,True,False,False,https://play.google.com/store/apps/details?id=com.elias.schlatter.unsmoke&hl=en&gl=in
play,com.bbxperience.cigarettecounterandtracker,Cigarette counter and tracker,BBXperience,,,500+,0.0,True,True,True,₹550.00 per item,,monthly; premium; pro; weekly,False,False,False,https://play.google.com/store/apps/details?id=com.bbxperience.cigarettecounterandtracker&hl=en&gl=in
play,com.hatchi.cigArrete,Quit smoking - CigArrête,HATCHI MOBILE,4.266667,2367.0,"100,000+",0.0,True,False,True,"₹270.00 - ₹10,600.00 per item",,pro,False,False,False,https://play.google.com/store/apps/details?id=com.hatchi.cigArrete&hl=en&gl=in
appstore,577767592,Smoke Free - Stop Smoking Now,23 Ltd,4.77081,2125.0,,0.0,True,,False,,,auto-renew; free trial; pro; subscription; trial,True,True,False,https://apps.apple.com/in/app/smoke-free-stop-smoking-now/id577767592?uo=4
appstore,1087358475,Quit Smoking Get Healthy,Matthias Carigiet,4.8,25.0,,0.0,True,,False,,,pro,False,False,False,https://apps.apple.com/in/app/quit-smoking-get-healthy/id1087358475?uo=4
appstore,1523992725,QuitSure Quit Smoking & Vaping,Instaquit.org,4.79222,2315.0,,0.0,True,,False,,rs 6,auto-renew; free trial; pro; subscription; trial,True,True,False,https://apps.apple.com/in/app/quitsure-quit-smoking-vaping/id1523992725?uo=4
appstore,483994930,QuitNow!,Fewlaps SL,4.6833,701.0,,0.0,True,,False,,rs 80,pro,False,False,False,https://apps.apple.com/in/app/quitnow/id483994930?uo=4
appstore,1445348921,Days Since: Quit Habit Tracker,A Couple of Friends OOD,4.80041,977.0,,0.0,True,,False,,,pro,False,False,False,https://apps.apple.com/in/app/days-since-quit-habit-tracker/id1445348921?uo=4
appstore,1185502772,Quit Smoking --~ Smoke Free,Dennis Ebbinghaus,4.54216,83.0,,0.0,True,,False,,,pro,False,False,False,https://apps.apple.com/in/app/quit-smoking-smoke-free/id1185502772?uo=4
appstore,6469769074,Quit Smoking ۬,BoltQ Media,4.875,8.0,,0.0,True,,False,,,pro,False,False,False,https://apps.apple.com/in/app/quit-smoking/id6469769074?uo=4
appstore,525441365,Quit smoking for good - Kwit,KWIT,4.63733,375.0,,0.0,True,,False,,,premium; pro,False,False,False,https://apps.apple.com/in/app/quit-smoking-for-good-kwit/id525441365?uo=4
appstore,672904239,I Am Sober,I Am Sober LLC,4.88209,441.0,,0.0,True,,False,,,auto-renew; free trial; premium; pro; subscription; trial,True,True,False,https://apps.apple.com/in/app/i-am-sober/id672904239?uo=4
appstore,593280856,Quit Smoking - Butt Out,Ellisapps Inc.,5.0,6.0,,0.0,True,,False,,,pro,False,False,False,https://apps.apple.com/in/app/quit-smoking-butt-out/id593280856?uo=4
appstore,6446471769,Quit Smoking Hero - Stop Now!,"NAKASHIN, K.K.",4.83333,6.0,,0.0,True,,False,,,pro,False,False,False,https://apps.apple.com/in/app/quit-smoking-hero-stop-now/id6446471769?uo=4
appstore,1599898407,Rookvrijheid,Rein Kloos,0.0,0.0,,0.0,True,,False,,,,False,False,False,https://apps.apple.com/in/app/rookvrijheid/id1599898407?uo=4
